number,name,credit,sylabus
336540,תכן מיכשור רפואי ממוחשב(וירטואלי),2.5,"יסודות תכן מיכשור רפואי מבוסס מחשב (וירטואלי). מבוא לתוכנת LABVIEW. שיטות נוספות לתקשורת בין ציוד אלקטרוני לבין מחשבים(USB, 232RS, GPIB). שיטות תיזמון של תוכנה מקבילה (דגימה, ניתוח, תצוגה ושמירה של אותות).  תכן של מכשירים וירטואליים לניטור פרמטרים פיזיולוגיים ורפואיים."
336546,מערכות לומדות בתחום הבריאות,3,"למידת תחומי עיבוד מידע בנושא של הסקת נתונים מהמערכות הרפואיות. התחומים הנלמדים: עיבוד מקדים למידע, גרפיקה למידע, רגרסיה למידע , הורדת מימדים ( PCA, ICA ), בחירת תכונות רלוונטים במידע, אלגוריתמי סיווג ( LR, SVM, NN ) רשתות נוירונים עמוקות.% תוצאות למידה: שימוש בפייתון במערכות לומדות, בניית פרויקטים במערכות לומדות, הכרת תחומים נרחבים במערכות לומדות ומסווגים פופולריים רשתות לומדות עמוקות, אנליזת מערכות רפואיות בהיבטי מערכות לומדות."
336547,דימות אופטי חישובי בה. ביו-רפואית,2.5,"בעיות הופכיות לינאריות: שיטות רגולריזציה, דלילות ודגימה מכווצת, דימות דרך תווך מפזר/סיב אופטי. אופטיקת פורייה: פונקצית תמסורת קוהרנטית/לא קוהרנטית, מערכת F4, מודל נומרי של עדשה ומיקרוסקופ. מיקרוסקופיית מיקום: שיטות דימות קיימות, שיטות למיקום חלקיקים, ניתוח עפ""י תורת השערוך, שימוש במדידות על ציר הזמן. עקיבה מיקרוסקופית אחרי חלקיקים: אלגוריתמי עקיבה, מסנן קלמן, טשטוש. עיבוד מידע אופטי: שחזור פאזה, אופטיקה אדפטיבית, מדידת חזית-גל. דימות תלת מימדי: הבדלים בין דימות מקרוסקופי למיקרוסקופי, דימות רב-מוקדי, שדה-אור, עיצוב תגובת הלם אופטית, מיקום באמצעות התאבכות.% תוצאות למידה: עם סיום הקורס הסטודנט יהיה מסוגל: % 1. להבין ולבצע חישובים בתחום הדימות החישובי האופטי.%2. לבצע סימולציות נומריות בסיסיות בתחום המיקרוסקופייההחישובית 3. להבין את המגבלות הניסיוניות והחישוביות של השיטות השונות."
336548,מעבדה לתכן מעגלים גנטיים,2,"הקורס מחולק לשני חלקים: ייצור ואפיון מעגלים גנטיים בחיידקים. בחלק הראשון שילוב של שיטות בביולוגיה מולקולרית ליצירת פלסמידים חדשים כגון : תכנון פריימרים, PCR, שיבוט גבסון, אלקטרופורזה בג'ל, ריצוףDNA, טרנספורמציה של פלסמידים לתוך חיידקים וגידול חייקים. בחלק השני אפיון ובדיקת מעגלים גנטיים בעזרת שימוש באלקטרוכימיה, מיקרוסקופ, חלבונים פלורסנטיים, BIOLUMINESCENCE, ציטומטרית זרימה לאפיון ומיון תאים. הסטודנטים יתכננו, יבנו, ימדדו ויבדקו מעגלים גנטיים שונים : 1. משוב חיובי שמגביר אותות ביולוגים 2. משוב קדמי שמוריד אפקט הדדי בין אותות שונים 3. מתנד ביולוגי תוצאות למידה: בסיום הקורס, הסטודנט יהיה מסוגל: 1.לעבוד בכלים ממוחשבים כדי לתכנן פריימרים לשיבוט וחיבור מקטעי דנ""א. 2. ליישם מודלים הנדסיים בביולוגיה סינטטית. 3. להשתמש בכלים פיזיקליים למדוד סיגנלים ביולוגים בתוך תא חי."
337403,תופעות מעבר במערכות פיסיולוגיות,3,"חוקי היסוד של מעבר מומנטום, חם וחומר. עקרונות הדמיות במערכות למיניריות וטורבולנטיות. דיפוזיה ומעבר דרך ממברנות. מעבר חומר בהסעה. דיאליזה, אולטרפילטרציה. פרמקוקינטיקה של תרופות ורעלים עוקבים במחזור הדם. מודלים למעבר בין הגוף ומערכת טיפול חיצונית. כליה וכבד מלאכותיים."
394580,פיתוח קול,1.5,יסודות המוסיקה הווקלית ופיתוח קול.
394582,תזמורת,2,"לימוד מיומנות בנגינה תזמורתית והבאת יצירות סימפוניות לביצוע. הכנת רפרטואר מגוון כולל ליווי סולנים ומקהלה. מתקבלים רק נגנים בכלי תזמורת, ועל סמך בחינה מעשית. חובה להשתתף החל מהשיעור הראשון."
394587,מקהלה 3,2,לימוד שירה אמנותית במקהלה אורטורית. ידע בסולפג' ורפרטואר סגנוני מגוון כולל הבאת יצירות לביצוע. מתקבלים על סמך בחינה מעשית. חובה להשתתף החל מהשיעור הראשון. במבחנים - חובה להכין קטע שירה ורצוי ידע בתווים.
394591,פיתוח קול 2,1.5,יסודות המוסיקה הווקאלית ופיתוח קול (קורס למתקדמים).
394800,חינוך גופני-כושר בנים,1,"הציון ייקבע עפ""י מעקב והערכה במשך הסמסטר ו/או מבחני מיומנות. תאוריה ותירגול מיומנויות. קיימות קבוצות מעורבות ומופרדות לבנים ולבנות. כל סטודנט חייב לצבור במהלך לימודיו שתי נקודות מתוך הרשימות הנ""ל. סטודנט אינו רשאי להירשם ליותר ממקצוע ספורט אחד באותו סמסטר או לקחת בנוסף נבחרת ספורט. נוכחות חובה בכל השיעורים. אחריות רישום וביטול קורסים רגילים חלה על הסטודנט בלבד. להלן פירוט הקבוצות במקצוע: חינוך גופני, כושר גופני, היט, אימון פונקציונלי, חדר כושר, כח דינמי ומתיחות, פילאטיס, טי.אר.אקס, ומודעות תנועתית."
394801,חינוך גופני - התעמלות כללית בנות,1,"הציון ייקבע עפ""י מעקב והערכה במשך הסמסטר ו/או מבחני מיומנות. תאוריה ותירגול מיומנויות. קיימות קבוצות מעורבות ומופרדות לבנים ולבנות. כל סטודנט חייב לצבור במהלך לימודיו שתי נקודות מתוך הרשימות הנ""ל. סטודנט אינו רשאי להירשם ליותר ממקצוע ספורט אחד באותו סמסטר או לקחת בנוסף נבחרת ספורט. נוכחות חובה בכל השיעורים. אחריות רישום וביטול קורסים רגילים חלה על הסטודנט בלבד. להלן פירוט הקבוצות במקצוע: כושר גופני בקצב אישי, חיזוק ועיצוב, אימון פונקציונלי, היט, פילאטיס, אירובי, קיקבוקסינג, חדר כושר, טי.אר.אקס, כח דינמי ומתיחות, אירובי-קנגו, מודעות תנועתית."
394802,חינוך גופני - שחיה,1,"הציון ייקבע עפ""י מעקב והערכה במשך הסמסטר ו/או מבחני מיומנות. תאוריה ותירגול מיומנויות. קיימות קבוצות מעורבות ומופרדות לבנים ולבנות. כל סטודנט חייב לצבור במהלך לימודיו שתי נקודות מתוך הרשימות הנ""ל. סטודנט אינו רשאי להירשם ליותר ממקצוע ספורט אחד באותו סמסטר או לקחת בנוסף נבחרת ספורט. נוכחות חובה בכל השיעורים. אחריות רישום וביטול קורסים רגילים חלה על הסטודנט בלבד. להלן פירוט הקבוצות במקצוע: שחיה - מתחילים, שלב ב', בינוניים, מתקדמים, שחיה לבנים דתיים, שחיה לבנות דתיות, אירובי במים, אקווה זומבה, שייט, קייאקים, סנונית, סאפ וגלישת גלים, אקואפורסה."
394803,חינוך גופני - משחקי כדור,1,"הציון ייקבע עפ""י מעקב והערכה במשך הסמסטר ו/או מבחני מיומנות. תאוריה ותירגול מיומנויות. קיימות קבוצות מעורבות ומופרדות לבנים ולבנות. כל סטודנט חייב לצבור במהלך לימודיו שתי נקודות מתוך הרשימות הנ""ל. סטודנט אינו רשאי להירשם ליותר ממקצוע ספורט אחד באותו סמסטר או לקחת בנוסף נבחרת ספורט. נוכחות חובה בכל השיעורים. אחריות רישום וביטול קורסים רגילים חלה על הסטודנט בלבד. להלן פירוט הקבוצות במקצוע: באולינג, קט רגל מתחילים, קט רגל מתקדמים, כדור עף-מתחילים, כדור עף מתקדמים, כדור סל-מתחילים, כדור סל-מתקדמים, כדור יד, כדור עף חופים."
